競馬場,競走年月日,レース番号,レース名,単勝組番,単勝払戻金（円）,単勝人気,複勝組番1,複勝払戻金1（円）,複勝人気1,複勝組番2,複勝払戻金2（円）,複勝人気2,複勝組番3,複勝払戻金3（円）,複勝人気3,枠複組番1,枠複組番2,枠複払戻金（円）,枠複人気,枠単組番1,枠単組番2,枠単払戻金（円）,枠単人気,馬複組番1,馬複組番2,馬複払戻金（円）,馬複人気1,馬単組番1,馬単組番2,馬単払戻金（円）,馬単人気1,ワイド組番1馬番1,ワイド組番1馬番2,ワイド払戻金1（円）,ワイド人気1,ワイド組番2馬番1,ワイド組番2馬番2,ワイド払戻金2（円）,ワイド人気2,ワイド組番3馬番1,ワイド組番3馬番2,ワイド払戻金3（円）,ワイド人気3,３連複組番馬番1,３連複組番馬番2,３連複組番馬番3,３連複払戻金（円）,３連複人気,３連単組番馬番1,３連単組番馬番2,３連単組番馬番3,３連単払戻金（円）,３連単人気
帯広ば,20260518,4,２歳新馬,9,130,1,9,110,1,1,250,5,10,160,3,1,8,460,2,,,,,1,9,880,4,9,1,950,4,1,9,460,4,9,10,350,3,1,10,1350,17,1,9,10,1610,5,9,1,10,4590,10
帯広ば,20260518,5,柚原娘々２周年おめでとう賞２歳受賞・未受賞,3,530,4,3,170,4,7,140,2,10,150,3,3,7,1010,5,,,,,3,7,590,3,3,7,1660,8,3,7,320,4,3,10,520,6,7,10,290,3,3,7,10,1220,3,3,7,10,7230,20
帯広ば,20260518,6,梅澤美波さん卒業記念Ｃ２－３,5,340,3,5,100,2,3,100,1,2,110,3,3,5,390,2,,,,,3,5,520,3,5,3,1040,5,3,5,120,2,2,5,120,1,2,3,130,3,2,3,5,140,1,5,3,2,1610,5
帯広ば,20260518,7,橋政全国競馬場制覇記念Ｃ１－１・２決勝,2,130,1,2,120,1,7,190,4,1,280,6,2,7,460,2,,,,,2,7,660,3,2,7,1020,3,2,7,290,2,1,2,420,6,1,7,1050,15,1,2,7,1690,5,2,7,1,5450,11
帯広ば,20260518,8,祝！ぎぼちゃん支配下記念Ｂ４－９,3,250,1,3,140,3,5,130,2,4,320,5,,,,,,,,,3,5,430,2,3,5,910,2,3,5,220,2,3,4,560,8,4,5,900,13,3,4,5,3120,12,3,5,4,9480,30
帯広ば,20260518,9,さくスタートダッシュ記念Ｂ４－２,4,280,1,4,120,1,5,210,6,7,200,4,,,,,,,,,4,5,3500,11,4,5,3720,17,4,5,600,9,4,7,260,2,5,7,930,12,4,5,7,2840,12,4,5,7,13190,49
帯広ば,20260518,10,もとや＆ゆきこ披露宴記念Ｂ３－８,2,270,1,2,140,2,6,170,5,7,120,1,2,6,780,2,,,,,2,6,680,2,2,6,1290,4,2,6,380,6,2,7,190,1,6,7,320,4,2,6,7,770,1,2,6,7,3460,4
帯広ば,20260518,11,エメラルド特別Ａ１－１混合,5,130,1,5,120,1,4,210,3,,,,,,,,,,,,4,5,720,3,5,4,1080,4,4,5,250,3,3,5,120,1,3,4,380,7,3,4,5,480,2,5,4,3,2120,6
帯広ば,20260518,12,Ｂ２－３,3,540,3,3,140,3,1,130,2,2,130,1,1,3,1010,3,,,,,1,3,1030,3,3,1,1900,6,1,3,370,3,2,3,310,2,1,2,250,1,1,2,3,830,1,3,1,2,5660,6
帯広ば,20260523,1,第６４回　定期大会記念Ｃ１－７,8,450,3,8,170,3,4,190,4,3,170,2,4,8,1090,4,,,,,4,8,1320,8,8,4,2030,10,4,8,570,9,3,8,450,6,3,4,570,10,3,4,8,1570,6,8,4,3,8380,30
帯広ば,20260523,2,労使で乗り越える物価高騰杯Ｃ２－１４,4,310,2,4,150,2,9,420,5,8,810,7,4,8,1490,5,,,,,4,9,1950,7,4,9,3020,11,4,9,600,7,4,8,1100,17,8,9,1670,23,4,8,9,9450,33,4,9,8,41630,127
帯広ば,20260523,3,大上洋充様祝還暦記念Ｃ２－７,3,780,5,3,180,4,4,150,2,8,160,3,3,4,1190,8,,,,,3,4,1080,4,3,4,2700,15,3,4,350,5,3,8,430,8,4,8,460,9,3,4,8,1970,9,3,4,8,9390,43
帯広ば,20260523,4,本田さん入籍おめでとう！Ｃ２－６,1,190,1,1,110,1,4,230,4,5,310,7,,,,,,,,,1,4,1070,5,1,4,1540,5,1,4,480,5,1,5,520,7,4,5,1450,20,1,4,5,2780,13,1,4,5,10120,34
帯広ば,20260523,5,山本忠成退官記念品川会杯Ｃ１－５,3,700,4,3,220,6,6,200,4,4,140,1,3,6,4510,21,,,,,3,6,3310,16,3,6,3930,19,3,6,1040,18,3,4,390,2,4,6,730,13,3,4,6,3130,14,3,6,4,23950,109
帯広ば,20260523,6,栗雨しなの記念Ｂ４－６,5,510,3,5,150,2,1,170,4,2,150,1,1,5,1470,6,,,,,1,5,890,2,5,1,2460,4,1,5,430,4,2,5,280,1,1,2,390,2,1,2,5,1330,1,5,1,2,7640,9
帯広ば,20260523,7,祝還暦！まだまだ現役上出杯Ｂ４－３,6,460,2,6,140,2,8,210,5,9,160,4,6,8,1050,4,,,,,6,8,3390,14,6,8,3350,15,6,8,580,7,6,9,530,6,8,9,780,13,6,8,9,3380,15,6,8,9,25560,91
帯広ば,20260523,8,ほんあみ誕生日記念！Ｂ３－８,8,220,1,8,120,1,3,170,3,4,170,4,3,8,720,2,,,,,3,8,690,3,8,3,1020,3,3,8,230,2,4,8,180,1,3,4,500,9,3,4,8,750,1,8,3,4,2740,1
帯広ば,20260523,9,和真２９歳おめでとうＢ３－７,1,350,2,1,170,3,4,130,1,7,200,4,1,4,420,1,,,,,1,4,520,1,1,4,1140,2,1,4,230,1,1,7,410,5,4,7,340,3,1,4,7,1320,2,1,4,7,7160,14
帯広ば,20260523,10,アダで出会えたご縁に感謝Ｂ２－３,2,240,1,2,120,1,7,210,5,1,220,6,,,,,,,,,2,7,1160,5,2,7,2120,9,2,7,430,5,1,2,610,8,1,7,1740,21,1,2,7,3010,16,2,7,1,10810,44
帯広ば,20260523,11,サテライト石狩２２周年記念Ａ２－１混合,4,840,4,4,160,4,10,150,2,2,120,1,4,8,2960,9,,,,,4,10,2230,8,4,10,5070,20,4,10,970,11,2,4,350,3,2,10,280,2,2,4,10,1630,5,4,10,2,24600,86
帯広ば,20260523,12,Ｂ２－２,8,1670,7,8,290,8,9,150,2,6,140,1,7,8,750,1,,,,,8,9,3310,15,8,9,7280,35,8,9,1020,17,6,8,1320,20,6,9,460,6,6,8,9,5060,23,8,9,6,35580,149
帯広ば,20260524,1,氣志團　来場記念Ｃ２－１３,7,410,2,7,140,2,4,110,1,8,180,5,4,7,230,1,,,,,4,7,240,1,7,4,660,2,4,7,140,1,7,8,490,7,4,8,340,4,4,7,8,820,3,7,4,8,3390,9
帯広ば,20260524,2,祝！長尾優子還暦おめでとうＣ２－１０,7,190,1,7,140,3,1,230,6,3,140,2,1,7,1680,6,,,,,1,7,990,5,7,1,1850,8,1,7,550,7,3,7,310,3,1,3,660,9,1,3,7,1240,6,7,1,3,6750,25
帯広ば,20260524,3,マモッチ還暦＆来場記念Ｃ２－３,4,340,2,4,120,2,7,110,1,8,140,3,4,7,340,1,,,,,4,7,470,1,4,7,650,1,4,7,200,1,4,8,300,2,7,8,330,3,4,7,8,620,1,4,7,8,2370,1
帯広ば,20260524,4,かんたろうくんお誕生日記念Ｃ１－８,2,240,1,2,150,2,7,160,3,6,490,8,2,7,640,2,,,,,2,7,530,2,2,7,1040,4,2,7,320,3,2,6,1490,18,6,7,1200,17,2,6,7,5660,20,2,7,6,16140,48
帯広ば,20260524,5,うたうはぴるんＣ１－２,8,680,4,8,280,6,6,270,5,3,220,4,,,,,,,,,6,8,3200,17,8,6,4370,24,6,8,980,18,3,8,810,11,3,6,650,9,3,6,8,4920,23,8,6,3,32300,157
帯広ば,20260524,6,第４回　久石記念Ｂ４－７,6,250,1,6,140,3,8,150,4,2,140,2,,,,,,,,,6,8,710,1,6,8,1240,2,6,8,310,4,2,6,230,1,2,8,430,7,2,6,8,1000,1,6,8,2,4170,2
帯広ば,20260524,7,百目鬼かなた記念Ｂ４－５,2,1450,6,2,260,5,6,160,3,3,140,1,2,6,6080,16,,,,,2,6,4830,19,2,6,11090,39,2,6,1170,18,2,3,980,13,3,6,340,4,2,3,6,3130,12,2,6,3,46250,143
帯広ば,20260524,8,笹川真生ひかりのそこ第６走Ｂ３－９,4,270,2,4,110,1,8,150,4,2,130,2,4,8,650,3,,,,,4,8,670,3,4,8,1270,4,4,8,290,4,2,4,210,2,2,8,350,5,2,4,8,800,2,4,8,2,4550,11
帯広ば,20260524,9,昭和の龍二ニンニクゴリラ賞Ｂ３－２,8,160,1,8,110,1,1,130,2,9,250,6,1,8,310,1,,,,,1,8,360,1,8,1,570,1,1,8,150,1,8,9,280,4,1,9,480,7,1,8,9,830,3,8,1,9,2660,3
帯広ば,20260524,10,小野寺渉！今までありがＢ２－１,8,430,3,8,180,4,2,420,7,7,170,3,2,8,3580,12,,,,,2,8,5320,20,8,2,8440,32,2,8,2010,22,7,8,490,6,2,7,2130,23,2,7,8,8480,32,8,2,7,54090,190
帯広ば,20260524,11,ライラック賞４歳オープン別定,1,1470,6,1,270,5,3,150,2,6,850,7,,,,,,,,,1,3,2010,10,1,3,4600,25,1,3,680,11,1,6,2970,20,3,6,2480,19,1,3,6,16650,38,1,3,6,87460,190
帯広ば,20260524,12,Ｂ４－２,7,120,1,7,110,1,4,220,6,3,730,8,,,,,,,,,4,7,450,2,7,4,430,2,4,7,230,3,3,7,1730,18,3,4,4560,25,3,4,7,3140,13,7,4,3,7220,26
帯広ば,20260525,1,もなせくんの好きにして賞Ｃ２－１２,10,250,1,10,160,2,4,180,3,5,190,4,4,8,530,1,,,,,4,10,900,2,10,4,1420,3,4,10,350,4,5,10,200,1,4,5,500,6,4,5,10,1340,5,10,4,5,5950,11
帯広ば,20260525,2,入野巧也２７歳爆誕記念２歳未受賞ー２,2,810,4,2,230,3,4,240,4,1,280,6,,,,,,,,,2,4,1570,7,2,4,3830,17,2,4,660,7,1,2,1400,21,1,4,940,14,1,2,4,5030,18,2,4,1,26590,109
帯広ば,20260525,3,可愛い☆聖華＆シロクン杯２歳未受賞ー１,1,870,2,1,180,4,5,120,1,6,410,8,,,,,,,,,1,5,460,1,1,5,1740,7,1,5,170,1,1,6,1200,18,5,6,340,5,1,5,6,1310,5,1,5,6,10820,43
帯広ば,20260525,4,秋田一成お誕生日会Ｃ２－９,8,210,1,8,120,1,7,150,4,9,150,3,7,8,480,2,,,,,7,8,450,2,8,7,800,1,7,8,170,1,8,9,210,2,7,9,450,7,7,8,9,870,3,8,7,9,2980,5
帯広ば,20260525,5,第３回まぐたん＆ぶぅ来帯杯Ｃ２－２,3,550,2,3,160,4,5,250,5,7,110,1,3,5,6530,17,,,,,3,5,5430,14,3,5,7890,24,3,5,910,13,3,7,150,1,5,7,390,4,3,5,7,1060,4,3,5,7,19100,61
帯広ば,20260525,6,義衛６３才誕生日おめでとう２歳受賞ー２,7,300,1,7,120,1,8,340,8,10,230,4,7,7,1450,8,,,,,7,8,1860,8,7,8,2530,7,7,8,950,12,7,10,650,9,8,10,2510,35,7,8,10,5910,21,7,8,10,17970,51
帯広ば,20260525,7,チカシ・リカ結婚記念日杯Ｃ１－４,4,200,1,4,110,2,9,110,1,1,180,5,4,8,590,2,,,,,4,9,480,1,4,9,980,1,4,9,200,1,1,4,230,2,1,9,270,5,1,4,9,720,1,4,9,1,2580,1
帯広ば,20260525,8,爆走！ゆいまーる３１記念Ｂ４－４,2,200,1,2,120,1,1,220,7,3,160,3,1,2,1010,3,,,,,1,2,1050,3,2,1,1270,4,1,2,430,6,2,3,400,4,1,3,1050,14,1,2,3,1420,5,2,1,3,7490,21
帯広ば,20260525,9,祐誠、煌暉、和真祝入学記念Ｂ３－６,2,230,2,2,140,2,3,110,1,4,360,7,2,3,170,1,,,,,2,3,160,1,2,3,380,1,2,3,150,1,2,4,720,10,3,4,570,6,2,3,4,1020,3,2,3,4,2990,6
帯広ば,20260525,10,メゴドルののの生誕ウィークＢ３－１,2,190,1,2,120,1,1,260,6,8,120,2,1,2,1160,5,,,,,1,2,1540,7,2,1,2200,8,1,2,520,7,2,8,190,1,1,8,870,13,1,2,8,1360,4,2,1,8,8600,27
帯広ば,20260525,11,"第４９回 大雪賞オープン",7,130,1,7,100,1,8,120,2,5,220,5,7,8,190,1,,,,,7,8,200,1,7,8,280,1,7,8,150,1,5,7,380,7,5,8,620,8,5,7,8,770,3,7,8,5,1730,5
帯広ば,20260525,12,Ｂ１－２,5,790,4,5,220,4,4,120,1,1,230,5,4,5,750,3,,,,,4,5,720,3,5,4,2270,9,4,5,350,4,1,5,760,11,1,4,570,7,1,4,5,2520,10,5,4,1,16390,59
盛岡,20260504,1,ファーストステップ　２歳　新馬戦,1,320,2,1,210,3,3,250,4,,,,,,,,,,,,1,3,500,2,1,3,830,3,1,3,230,3,1,4,190,2,3,4,260,6,1,3,4,490,3,1,3,4,1920,7
盛岡,20260504,2,Ｃ２九組,11,830,4,11,260,5,6,130,1,1,340,7,6,8,560,2,,,,,6,11,1170,3,11,6,3840,14,6,11,580,6,1,11,1870,24,1,6,840,10,1,6,11,4870,19,11,6,1,23770,80
盛岡,20260504,3,Ｃ２八組,11,110,1,11,100,1,2,460,8,10,160,2,2,8,1540,6,,,,,2,11,1850,6,11,2,2670,9,2,11,860,10,10,11,270,3,2,10,2200,19,2,10,11,2340,8,11,2,10,8920,30
盛岡,20260504,4,Ｃ２七組,4,780,3,4,240,4,12,130,1,2,500,8,4,8,810,3,,,,,4,12,1030,3,4,12,2430,6,4,12,370,3,2,4,2020,25,2,12,1130,15,2,4,12,5650,18,4,12,2,41630,140
盛岡,20260504,5,Ｃ２,3,220,1,3,110,1,2,170,5,1,130,2,2,3,650,3,,,,,2,3,590,2,3,2,820,2,2,3,260,3,1,3,220,2,1,2,530,8,1,2,3,730,1,3,2,1,2340,3
盛岡,20260504,6,Ｂ２,5,890,6,5,280,6,10,160,1,6,320,7,5,7,600,1,,,,,5,10,1630,4,5,10,3280,6,5,10,520,4,5,6,1290,20,6,10,1010,12,5,6,10,5130,18,5,10,6,30080,97
盛岡,20260504,7,Ｂ２,2,300,2,2,170,2,11,470,8,6,4460,12,2,8,1540,5,,,,,2,11,5170,19,2,11,9320,34,2,11,1630,17,2,6,11650,57,6,11,34590,64,2,6,11,190810,191,2,11,6,417380,783
盛岡,20260504,8,Ｂ１Ｂ２混合,8,2610,5,8,410,5,9,120,1,3,700,7,7,8,280,1,,,,,8,9,1120,4,8,9,7350,17,8,9,450,4,3,8,3940,26,3,9,780,9,3,8,9,5440,20,8,9,3,94360,165
盛岡,20260504,9,Ｂ１二組Ｂ２一組混合,2,210,1,2,100,1,12,110,2,6,290,4,2,8,140,1,,,,,2,12,200,1,2,12,460,2,2,12,150,1,2,6,480,4,6,12,580,7,2,6,12,840,2,2,12,6,2590,3
盛岡,20260504,10,いわてくじ山形村短角牛賞Ｂ１一組,2,1000,4,2,260,4,4,300,5,1,150,2,2,4,3940,14,,,,,2,4,3780,14,2,4,7010,23,2,4,1140,17,1,2,450,4,1,4,560,5,1,2,4,1990,6,2,4,1,21370,79
盛岡,20260504,11,紫陽花賞Ｂ１,6,580,2,6,220,2,7,270,4,1,240,3,6,6,1560,5,,,,,6,7,1750,5,6,7,3510,10,6,7,400,4,1,6,530,6,1,7,790,9,1,6,7,2720,10,6,7,1,18900,57
盛岡,20260505,1,Ｃ２,11,180,1,11,100,1,7,160,4,2,110,2,6,8,380,2,,,,,7,11,560,2,11,7,750,2,7,11,240,3,2,11,170,1,2,7,300,5,2,7,11,440,1,11,7,2,1740,2
盛岡,20260505,2,Ｃ２,4,160,1,4,110,1,2,490,9,5,130,2,2,4,1840,5,,,,,2,4,1730,7,4,2,2090,8,2,4,630,8,4,5,160,1,2,5,2390,26,2,4,5,3360,12,4,2,5,10740,34
盛岡,20260505,3,Ｃ２六組,9,7000,9,9,1320,9,5,330,4,2,350,5,5,8,2600,9,,,,,5,9,13570,33,9,5,58680,69,5,9,3990,33,2,9,4890,36,2,5,1970,23,2,5,9,57410,91,9,5,2,843470,589
盛岡,20260505,4,Ｃ２五組,2,1660,6,2,300,6,4,150,2,7,170,3,2,4,4230,14,,,,,2,4,3520,13,2,4,7740,28,2,4,830,12,2,7,1620,17,4,7,530,6,2,4,7,7190,26,2,4,7,50040,147
盛岡,20260505,5,Ｃ２四組,10,240,1,10,120,1,5,220,5,11,150,3,5,8,820,4,,,,,5,10,1070,5,10,5,1570,6,5,10,390,5,10,11,290,2,5,11,650,10,5,10,11,1210,3,10,5,11,5090,13
盛岡,20260505,6,３歳Ｂ１二組,10,120,1,10,100,1,8,190,4,9,160,3,7,8,580,3,,,,,8,10,1120,3,10,8,1000,3,8,10,360,4,9,10,200,2,8,9,760,10,8,9,10,1520,5,10,8,9,4420,13
盛岡,20260505,7,３歳Ｂ１一組,2,560,2,2,130,2,1,490,8,5,130,1,1,2,10640,24,,,,,1,2,10670,26,2,1,15940,42,1,2,1980,25,2,5,240,1,1,5,1140,17,1,2,5,3610,15,2,1,5,51220,160
盛岡,20260505,8,Ｂ２,9,110,1,9,100,1,8,150,3,6,340,7,7,8,230,1,,,,,8,9,340,2,9,8,390,2,8,9,210,1,6,9,400,4,6,8,1230,13,6,8,9,1770,5,9,8,6,3160,5
盛岡,20260505,9,Ｂ２,3,310,1,3,170,3,8,240,4,4,160,2,3,7,680,1,,,,,3,8,1190,3,3,8,1760,3,3,8,410,4,3,4,350,2,4,8,540,6,3,4,8,2290,5,3,8,4,5990,1
盛岡,20260505,10,コスプレ＆アニメ　ｆｅｌｌ賞Ｂ１,10,150,1,10,110,1,6,170,4,5,140,2,6,8,470,2,,,,,6,10,810,4,10,6,850,3,6,10,250,2,5,10,170,1,5,6,410,5,5,6,10,920,2,10,6,5,2630,3
盛岡,20260505,11,"第４６回 ダイヤモンドカップ（ビッグアーサー賞）３歳",5,930,3,5,140,2,4,100,1,8,300,6,4,5,270,1,,,,,4,5,310,1,5,4,1910,9,4,5,170,1,5,8,690,10,4,8,270,3,4,5,8,1020,2,5,4,8,11360,41
盛岡,20260505,12,株式会社カナンフーズ賞Ｂ１,7,590,3,7,240,5,5,110,1,12,160,3,5,6,630,3,,,,,5,7,710,2,7,5,1460,5,5,7,280,2,7,12,580,7,5,12,380,3,5,7,12,1590,4,7,5,12,7680,21
盛岡,20260506,1,Ｃ２三組,2,110,1,2,100,1,5,120,3,7,110,2,,,,,,,,,2,5,310,2,2,5,430,2,2,5,140,1,2,7,150,2,5,7,290,5,2,5,7,380,1,2,5,7,1070,2
盛岡,20260506,2,Ｃ２二組,5,310,2,5,130,2,3,170,3,9,220,4,3,5,720,3,,,,,3,5,530,3,5,3,890,3,3,5,230,3,5,9,390,4,3,9,600,11,3,5,9,1290,5,5,3,9,5110,15
盛岡,20260506,3,Ｃ２一組,3,120,1,3,100,1,4,120,2,1,150,3,3,4,180,1,,,,,3,4,200,1,3,4,260,1,3,4,130,1,1,3,260,3,1,4,660,11,1,3,4,790,2,3,4,1,1500,2
盛岡,20260506,4,３歳Ｂ２三組,4,5280,6,4,380,6,10,130,2,2,200,3,4,8,2600,5,,,,,4,10,2210,5,4,10,12450,21,4,10,750,7,2,4,2790,21,2,10,390,3,2,4,10,6670,18,4,10,2,121700,165
盛岡,20260506,5,３歳Ｂ２二組,1,150,1,1,100,1,2,160,4,6,140,2,1,2,350,1,,,,,1,2,400,1,1,2,480,1,1,2,200,2,1,6,230,3,2,6,590,7,1,2,6,790,1,1,2,6,1910,1
盛岡,20260506,6,３歳Ｂ２一組,10,150,1,10,140,1,7,690,9,1,620,8,6,7,230,1,,,,,7,10,2920,8,10,7,4330,13,7,10,1280,11,1,10,990,8,1,7,6690,40,1,7,10,12360,31,10,7,1,40060,103
盛岡,20260506,7,Ｂ１Ｂ２混合,8,320,1,8,110,1,5,130,3,7,110,2,5,7,510,2,,,,,5,8,990,4,8,5,1580,3,5,8,360,4,7,8,180,1,5,7,350,3,5,7,8,750,1,8,5,7,4570,8
盛岡,20260506,8,Ｂ１,8,16590,11,8,2020,9,9,370,4,7,390,5,7,7,28620,30,,,,,8,9,41290,43,8,9,112260,97,8,9,12760,49,7,8,9310,42,7,9,1200,12,7,8,9,74340,95,8,9,7,935720,722
盛岡,20260506,9,Ｂ１,3,540,3,3,160,3,6,130,1,2,160,2,3,6,590,1,,,,,3,6,540,1,3,6,1370,4,3,6,260,3,2,3,260,2,2,6,230,1,2,3,6,710,1,3,6,2,4590,5
盛岡,20260506,10,Ｂ１,5,1020,4,5,250,5,3,120,1,10,140,2,3,5,660,1,,,,,3,5,1500,6,5,3,4670,16,3,5,770,10,5,10,680,7,3,10,300,2,3,5,10,1790,4,5,3,10,18440,50
盛岡,20260506,11,Ｂ２三組,12,1080,5,12,350,6,11,160,2,6,180,3,8,8,1450,6,,,,,11,12,1860,8,12,11,4880,17,11,12,720,8,6,12,840,9,6,11,470,6,6,11,12,2940,9,12,11,6,23330,72
盛岡,20260506,12,夢・希望　未来へ前進Ｂ２二組,8,290,2,8,150,2,1,960,11,4,130,1,1,6,11900,20,,,,,1,8,11280,22,8,1,13290,31,1,8,2070,23,4,8,160,1,1,4,1850,18,1,4,8,4770,14,8,1,4,42230,102
盛岡,20260510,1,Ｃ２,6,400,2,6,120,1,2,130,2,8,1420,8,,,,,,,,,2,6,240,1,6,2,720,3,2,6,200,1,6,8,2840,16,2,8,3130,18,2,6,8,7310,16,6,2,8,18970,55
盛岡,20260510,2,Ｃ２九組,5,270,2,5,130,3,7,100,1,6,110,2,5,7,420,2,,,,,5,7,420,1,5,7,710,1,5,7,250,3,5,6,190,1,6,7,210,2,5,6,7,290,1,5,7,6,1510,1
盛岡,20260510,3,Ｃ２八組,4,210,2,4,120,2,7,280,4,1,220,3,4,7,1960,7,,,,,4,7,1680,6,4,7,2680,8,4,7,700,8,1,4,520,4,1,7,1650,17,1,4,7,4180,12,4,7,1,13980,43
盛岡,20260510,4,Ｃ２七組,8,140,1,8,130,1,9,780,8,10,1190,9,7,8,830,3,,,,,8,9,1730,8,8,9,2460,9,8,9,1050,12,8,10,710,7,9,10,4810,34,8,9,10,10410,30,8,9,10,26340,77
盛岡,20260510,5,３歳Ｃ１二組,6,140,1,6,100,1,1,160,3,5,320,6,1,6,380,1,,,,,1,6,430,2,6,1,550,2,1,6,260,2,5,6,430,5,1,5,650,9,1,5,6,1840,6,6,1,5,6130,15
盛岡,20260510,6,３歳Ｃ１一組,6,180,1,6,100,1,10,290,5,3,630,7,6,8,1040,4,,,,,6,10,1200,4,6,10,1950,7,6,10,470,4,3,6,1060,11,3,10,4570,28,3,6,10,8100,21,6,10,3,31830,84
盛岡,20260510,7,Ｃ１,5,230,1,5,130,1,9,700,9,11,300,6,5,7,3340,12,,,,,5,9,6400,16,5,9,7410,19,5,9,1600,17,5,11,710,6,9,11,5420,42,5,9,11,16710,43,5,9,11,67630,167
盛岡,20260510,8,Ｃ１,6,130,1,6,100,1,1,690,11,3,230,5,1,5,1710,6,,,,,1,6,1590,6,6,1,2640,9,1,6,870,9,3,6,420,4,1,3,3430,35,1,3,6,5140,19,6,1,3,13960,42
盛岡,20260510,9,岩手伝統工芸　浄法寺塗賞Ｃ１二組,9,960,4,9,220,4,2,400,6,5,140,2,2,7,9340,18,,,,,2,9,18480,31,9,2,32090,56,2,9,2810,26,5,9,320,3,2,5,1300,14,2,5,9,9160,28,9,2,5,127770,254
盛岡,20260510,10,Ｃ１一組,8,190,1,8,150,3,3,140,2,1,290,6,3,7,360,1,,,,,3,8,350,1,8,3,490,1,3,8,200,2,1,8,520,5,1,3,600,8,1,3,8,1370,2,8,3,1,4250,8
盛岡,20260510,11,"第５１回 シアンモア記念（レイデオロ賞）オープン",3,300,2,3,110,2,12,110,1,4,240,5,3,8,200,1,,,,,3,12,190,1,3,12,470,2,3,12,140,1,3,4,660,9,4,12,430,6,3,4,12,1270,4,3,12,4,4450,12
盛岡,20260511,1,Ｃ２,5,940,3,5,160,2,8,100,1,4,470,8,5,7,530,2,,,,,5,8,490,2,5,8,2580,10,5,8,270,3,4,5,1810,21,4,8,770,9,4,5,8,3310,13,5,8,4,30910,88
盛岡,20260511,2,Ｃ２,4,220,1,4,120,1,1,290,6,10,150,3,1,4,1320,7,,,,,1,4,1110,5,4,1,1560,6,1,4,510,7,4,10,270,1,1,10,780,11,1,4,10,2110,8,4,1,10,6760,15
盛岡,20260511,3,Ｃ２六組,3,400,3,3,130,3,7,170,4,2,120,1,,,,,,,,,3,7,1090,4,3,7,1710,7,3,7,390,9,2,3,230,1,2,7,320,4,2,3,7,910,3,3,7,2,4720,14
盛岡,20260511,4,Ｃ２五組,9,100,1,9,100,1,1,240,5,3,150,3,1,8,740,4,,,,,1,9,700,4,9,1,810,4,1,9,300,3,3,9,190,2,1,3,670,9,1,3,9,980,4,9,1,3,2470,7
盛岡,20260511,5,Ｃ２四組,1,410,2,1,100,2,7,110,3,8,100,1,1,7,1980,6,,,,,1,7,2200,6,1,7,3920,9,1,7,280,4,1,8,130,1,7,8,140,2,1,7,8,320,1,1,7,8,6570,20
盛岡,20260511,6,３歳Ｃ２三組,8,140,1,8,110,1,2,300,6,7,330,7,2,7,740,5,,,,,2,8,770,4,8,2,1010,4,2,8,460,5,7,8,980,10,2,7,2830,25,2,7,8,6700,23,8,2,7,20360,66
盛岡,20260511,7,３歳Ｃ２二組,9,160,1,9,100,1,8,160,4,3,110,2,7,8,660,2,,,,,8,9,580,2,9,8,750,3,8,9,190,3,3,9,120,1,3,8,270,4,3,8,9,280,1,9,8,3,1570,4
盛岡,20260511,8,３歳Ｃ２一組,1,150,1,1,110,1,8,110,2,10,1710,10,1,7,260,1,,,,,1,8,280,1,1,8,400,1,1,8,150,1,1,10,4550,26,8,10,4230,23,1,8,10,17020,33,1,8,10,31720,71
盛岡,20260511,9,Ｃ１五組,9,1090,5,9,460,10,12,190,2,5,410,7,7,8,700,2,,,,,9,12,2820,8,9,12,6560,24,9,12,1300,15,5,9,2260,30,5,12,1430,18,5,9,12,11780,51,9,12,5,59770,204
盛岡,20260511,10,Ｃ１四組,3,290,1,3,150,1,7,160,2,11,570,10,3,6,460,1,,,,,3,7,450,1,3,7,850,1,3,7,290,1,3,11,1940,28,7,11,1320,17,3,7,11,5270,18,3,7,11,18650,59
盛岡,20260511,11,Ｃ１三組,12,180,1,12,130,1,3,460,7,11,190,4,3,8,1810,6,,,,,3,12,3250,11,12,3,3240,11,3,12,670,8,11,12,260,2,3,11,1720,19,3,11,12,3630,13,12,3,11,20410,64
盛岡,20260511,12,皐月特別Ａ,3,1020,4,3,190,5,4,120,1,7,130,2,3,4,750,4,,,,,3,4,880,4,3,4,3000,11,3,4,310,4,3,7,540,7,4,7,150,1,3,4,7,980,2,3,4,7,9160,24
盛岡,20260512,1,Ｃ２三組,9,1740,6,9,160,4,4,130,2,2,120,1,4,8,650,3,,,,,4,9,2360,10,9,4,6470,23,4,9,670,12,2,9,500,8,2,4,230,2,2,4,9,1460,6,9,4,2,20390,72
盛岡,20260512,2,Ｃ２二組,2,360,2,2,140,2,3,110,1,7,180,5,2,3,790,3,,,,,2,3,730,1,2,3,1520,3,2,3,250,2,2,7,450,7,3,7,240,1,2,3,7,1080,1,2,3,7,5560,6
盛岡,20260512,3,Ｃ２一組,4,120,1,4,100,1,1,130,3,5,260,5,1,4,330,1,,,,,1,4,280,1,4,1,340,1,1,4,160,1,4,5,330,4,1,5,730,11,1,4,5,950,4,4,1,5,2030,4
