競馬場,競走年月日,レース番号,枠番,帽色,馬番,馬名,性,齢,毛色,生年月日,父馬名,母馬名,母父馬名,騎手名,騎手所属,負担重量,騎手成績,調教師,調教師所属,馬主氏名,生産牧場名,馬体重,馬体重増減,全成績,ダート左成績,ダート右成績,当競馬場成績,うち当距離成績,最高タイム,最高タイム良馬場,着順,タイム,着差,上がり3F,人気
帯広ば,20260502,10,1,白,1,シンエイファイト,牝,5,鹿毛,20210428,アローファイター,利姫光,マツカゼキング,吉田理,ばんえい,☆590,1-0-0-3,久田守,ばんえい,上口詩子,樋口祐馬,1032,-10,10-12-14-42,,,10-12-14-42,10-12-14-42,1:29.8,良1:29.8,5,1497,,,8
帯広ば,20260502,10,2,黒,2,レジェンドボス,牡,10,栗毛,20160429,カゲツカサ,カワラ姫,タカラカムイ,臼杵龍,ばんえい,☆610,0-0-1-2,松井浩,ばんえい,竹内宏人,谷口晋,1007,-3,23-26-33-141,,,23-26-33-141,23-26-33-141,1:20.4,良1:29.1,7,1503,,,3
帯広ば,20260502,10,3,赤,3,テッチャン,牡,7,青毛,20190330,カネサブラック,ジェイツー,クリショウザン,金田利,ばんえい,620,0-0-0-8,岩本利,ばんえい,川岸哲夫,小森唯永,1095,-1,19-13-14-80,,,19-13-14-80,19-13-14-80,1:04.3,良1:04.3,6,1497,,,4
帯広ば,20260502,10,4,青,4,コーワホープ,牡,6,鹿毛,20200128,レットダイヤ,葵,ミントヒーロー,西謙一,ばんえい,620,1-1-3-3,松井浩,ばんえい,高柳節子,岩渕寿和,1003,-3,14-13-11-61,,,14-13-11-61,14-13-11-61,1:08.9,良1:16.4,2,1471,,,5
帯広ば,20260502,10,5,黄,5,ホクセイポルシェ,牡,5,栗毛,20210117,フジダイビクトリー,ハルノイブキ,カネサブラック,西将太,ばんえい,620,1-5-3-15,大友人,ばんえい,（株）北西ファーム,加藤芳枝,1077,-5,6-10-6-45,,,6-10-6-45,6-10-6-45,1:18.7,良1:34.7,8,2015,,,7
帯広ば,20260502,10,6,緑,6,ツガルフジ,牡,6,栗毛,20200319,スピードフジ,"幸 姫",キタノビッグエース,阿部優,ばんえい,☆610,0-1-0-0,松井浩,ばんえい,竹内宏人,守屋博,1082,+11,15-11-10-66,,,15-11-10-66,15-11-10-66,1:13.0,良1:18.3,1,1327,,,1
帯広ば,20260502,10,7,橙,7,ツカサマーチ,牡,9,黒鹿毛,20170315,ウンカイ,直御前,ナオイチ,今井千,ばんえい,☆610,8-4-3-11,谷あゆ,ばんえい,川口晋司,松田征治,1085,+9,16-31-31-100,,,16-31-31-100,16-31-31-100,1:31.2,良1:42.8,3,1473,,,2
帯広ば,20260502,10,8,桃,8,コマサンリキ,牡,6,栗毛,20200519,スギノハリアー,コマクイン,フジエーカン,中原蓮,ばんえい,☆610,1-0-0-6,金田勇,ばんえい,藤本かおり,加納友喜,1084,+4,15-12-11-55,,,15-12-11-55,15-12-11-55,1:09.2,良1:35.2,4,1482,,,6
帯広ば,20260502,11,1,白,1,クリスタルゴースト,牡,6,青毛,20200321,カネサブラック,"優 姫",ウンカイ,西謙一,ばんえい,670,1-1-1-3,長部幸,ばんえい,野田久,宮口孝治,1177,+6,17-10-10-46,,,17-10-10-46,17-10-10-46,0:53.9,良1:25.4,3,1459,,,2
帯広ば,20260502,11,2,黒,2,オーシャンウイナー,牡,8,鹿毛,20180409,キタノタイショウ,"萩 姫",ニュートリノ,菊池一,ばんえい,680,16-13-9-39,中島敏,ばんえい,舘野浩二,舘野竜一,1056,,21-20-14-55,,,21-20-14-55,21-20-14-55,0:54.6,良1:29.4,6,2006,,,1
帯広ば,20260502,11,3,赤,3,ショータイム,牡,5,鹿毛,20210412,テンカゴメン,"和 花",バンゼン,長澤幸,ばんえい,670,11-9-9-36,大河和,ばんえい,大河原昭雄,岩瀬正実,1129,+5,11-9-9-38,,,11-9-9-38,11-9-9-38,1:19.4,良1:38.5,8,2099,,,5
帯広ば,20260502,11,4,青,4,ジェイホース,牡,6,青毛,20200403,キタノオーロラ,サンノハルミ,ダイヤキンショウ,村上章,ばんえい,670,8-9-7-23,松井浩,ばんえい,小森唯永,三宮久蔵,1096,+3,15-19-13-52,,,15-19-13-52,15-19-13-52,1:08.9,良1:24.7,4,1460,,,7
帯広ば,20260502,11,5,黄,5,マルホンリョウユウ,牡,6,青毛,20200409,アローファイター,"良 姫",イナリテンリュウ,金田利,ばんえい,680,0-0-0-1,金田勇,ばんえい,本寺政則,本寺政則,1172,-14,13-18-10-31,,,13-18-10-31,13-18-10-31,1:00.5,良1:07.7,2,1453,,,3
帯広ば,20260502,11,6,緑,6,ダイヤカツヒメ,牝,7,鹿毛,20190401,カネサブラック,グローリーレイ,コマローレンス,赤塚健,ばんえい,650,13-12-8-42,久田守,ばんえい,尾ケ瀬浩二,（株）メグミファーム,1020,-10,15-14-9-60,,,15-14-9-60,15-14-9-60,0:50.4,良0:50.4,1,1409,,,4
帯広ば,20260502,11,7,橙,7,ライジンサン,牡,5,鹿毛,20210414,テルシゲ,カツラデラックス,コーネル,鈴木恵,ばんえい,680,8-2-1-13,大河和,ばんえい,佐々木松一,岩瀬正実,1022,-14,11-2-2-25,,,11-2-2-25,11-2-2-25,1:24.4,良1:50.2,7,2039,,,8
帯広ば,20260502,11,8,桃,8,ミチシオ,牡,5,鹿毛,20210510,ホクショウゼウス,金花2011,ミントヒーロー,中村太,ばんえい,670,0-1-1-12,槻舘重,ばんえい,細川弘則,細川貞夫,1073,+2,13-11-5-26,,,13-11-5-26,13-11-5-26,1:15.0,良1:31.5,5,1542,,,6
帯広ば,20260502,12,1,白,1,ホクセイモモエ,牝,4,栗毛,20220409,フジダイビクトリー,祥瞬華娘,ナリタボブサップ,今井千,ばんえい,☆560,4-4-1-4,金山明,ばんえい,（株）北西ファーム,（株）キューサンファーム,1016,-13,7-11-7-19,,,7-11-7-19,7-11-7-19,1:39.8,良1:50.7,3,1415,,,1
帯広ば,20260502,12,2,黒,2,ホクセイカツサクラ,牝,5,鹿毛,20210309,ミタコトナイ,コウシュハマリン,コジロウスペシャル,渡来心,ばんえい,580,5-6-6-14,金山明,ばんえい,（株）北西ファーム,（株）キューサンファーム,1015,-2,6-10-8-39,,,6-10-8-39,6-10-8-39,1:34.6,良1:40.3,5,1432,,,9
帯広ば,20260502,12,3,赤,3,トカチリキ,牡,8,鹿毛,20180506,カネサテンリュウ,"金 姫",ツルマキシンザン,船山蔵,ばんえい,600,0-1-0-0,藤野俊,ばんえい,大熊金八,後藤有弘,988,-5,15-14-7-102,,,15-14-7-102,15-14-7-102,1:31.1,良1:43.1,6,1446,,,10
帯広ば,20260502,12,4,青,4,リックンフィーバー,牡,6,鹿毛,20200217,コサカコブラ,ヤマノテンギク,サンデーブライアン,中原蓮,ばんえい,☆590,1-4-1-7,岩本利,ばんえい,末松秀義,（株）金福畜産,1034,-12,12-11-6-72,,,12-11-6-72,12-11-6-72,1:24.2,良1:43.8,1,1367,,,5
帯広ば,20260502,12,5,黄,5,ハヤブサリュウ,牡,7,栗毛,20190330,オンリーワン,キタノミサキ,キタノイチオク,長澤幸,ばんえい,600,12-6-5-65,服部義,ばんえい,鈴木正浩,尾屋保博,1045,+9,17-11-7-88,,,17-11-7-88,17-11-7-88,1:20.9,良1:43.7,9,1522,,,4
帯広ば,20260502,12,6,緑,6,ツガルノセンショウ,牡,4,栗毛,20220404,ホリセンショウ,"竹 錦",キングファラオ,村上章,ばんえい,590,3-3-1-2,長部幸,ばんえい,山下高広,田原欣一,1048,+12,7-7-8-26,,,7-7-8-26,7-7-8-26,1:35.0,良1:40.2,4,1423,,,2
帯広ば,20260502,12,7,橙,7,アソマルゼン,牡,4,青毛,20220607,ミンナノマルゼン,ブラックショウ,ヤマノミント,西将太,ばんえい,590,8-0-2-14,西弘美,ばんえい,（有）古閑牧場,佐々木雄二,1041,+2,9-1-4-25,,,9-1-4-25,9-1-4-25,1:33.7,良1:50.1,2,1372,,,3
帯広ば,20260502,12,7,橙,8,タアボモリウチ,牡,7,鹿毛,20190122,ガンバルダゾ,"仙 内",アサヒトウコウ,臼杵龍,ばんえい,☆590,0-0-0-1,金山明,ばんえい,（有）竹内産業,羽田野安晴,1130,+3,12-15-13-73,,,12-15-13-73,12-15-13-73,1:12.8,良1:27.5,7,1475,,,8
帯広ば,20260502,12,8,桃,9,コウシュハキング,牡,6,栗毛,20200403,ジェイワン,コウシュハクィーン,アキバオーショウ,大友一,ばんえい,☆590,3-2-5-6,松井浩,ばんえい,（株）北西ファーム,小森唯永,1004,-6,10-11-13-62,,,10-11-13-62,10-11-13-62,1:17.4,良1:29.4,8,1500,,,6
帯広ば,20260502,12,8,桃,10,ドウナンカツユウホ,牡,8,鹿毛,20180329,キタノオーロラ,ホマレ一,ランタロー,鈴木恵,ばんえい,600,11-10-11-54,岩本利,ばんえい,田山克廣,佐藤文明,1100,-6,14-19-13-105,,,14-19-13-105,14-19-13-105,1:01.5,良1:28.5,10,1545,,,7
帯広ば,20260503,1,1,白,1,ハゴロモグレース,牝,4,鹿毛,20220331,アサヒリュウセイ,サカノヒマワリ,カネサテンリュウ,西謙一,ばんえい,550,2-2-2-15,西邑春,ばんえい,井上修,山田常雄,1011,-13,3-5-5-35,,,3-5-5-35,3-5-5-35,1:50.4,良1:50.4,7,2315,,,7
帯広ば,20260503,1,2,黒,2,シレトコセンプー,牡,4,青毛,20220412,マルニセンプー,リズム,カネサブラック,中村太,ばんえい,570,0-3-1-5,小林長,ばんえい,加藤勇,加藤勇,1024,,2-6-10-29,,,2-6-10-29,2-6-10-29,1:50.8,良2:04.0,9,2502,,,6
帯広ば,20260503,1,3,赤,3,アサヒファイヤー,牡,3,鹿毛,20230506,フジダイビクトリー,ツツミナナヒメ,インフィニティー,渡来心,ばんえい,570,2-0-0-5,金山明,ばんえい,松浦正,松浦光,998,+20,5-0-2-10,,,5-0-2-10,5-0-2-10,1:28.8,良1:38.0,1,2071,,,2
帯広ば,20260503,1,4,青,4,ツナノタチヤマ,セン,4,青毛,20220430,ヒノデタイガー,瑠璃姫,カネサテンリュウ,島津新,ばんえい,570,3-6-5-15,林　豊,ばんえい,古河達幸,大野信一,931,-8,3-6-5-25,,,3-6-5-25,3-6-5-25,1:53.0,良2:04.3,6,2238,,,4
帯広ば,20260503,1,5,黄,5,アサヒパレス,牡,3,青毛,20230418,オオゾラシンスケ,ヤマノシャネル,ヤマノスキー,中原蓮,ばんえい,☆560,0-0-0-0,今井茂,ばんえい,中村大貴,中村大貴,986,+9,3-4-3-10,,,3-4-3-10,3-4-3-10,1:31.8,良3:51.3,5,2146,,,3
帯広ば,20260503,1,6,緑,6,ホクセイミハル,牝,4,栗毛,20220421,フジダイビクトリー,"恵 姫",ユウユウホマレ,臼杵龍,ばんえい,☆540,0-0-0-0,長部幸,ばんえい,（有）竹内産業,（株）キューサンファーム,928,-4,4-3-4-33,,,4-3-4-33,4-3-4-33,1:57.0,良1:58.6,3,2108,,,5
帯広ば,20260503,1,7,橙,7,ジェイアンナ,牝,4,鹿毛,20220324,ミタコトナイ,コウシュハダイアナ,ニシキダイジン,村上章,ばんえい,550,0-0-0-0,今井茂,ばんえい,小森唯永,小森唯永,915,,5-2-3-26,,,5-2-3-26,5-2-3-26,1:46.3,良2:02.6,8,2329,,,9
帯広ば,20260503,1,8,桃,8,キタサカエシンバ,牡,3,芦毛,20230226,コウシュハウンカイ,キタノサカエヒメ,キタノイチオク,今井千,ばんえい,☆560,3-3-0-8,今井茂,ばんえい,竹内宏人,株式会社皆川畜産,1020,,3-4-0-9,,,3-4-0-9,3-4-0-9,1:29.4,良1:45.2,2,2077,,,1
帯広ば,20260503,1,8,桃,9,マルホンポナ,牝,4,鹿毛,20220428,コウシュハウンカイ,エポナビューティー,カネサテンリュウ,赤塚健,ばんえい,550,0-1-0-0,小北栄,ばんえい,本寺政則,本寺政則,958,+29,4-3-8-23,,,4-3-8-23,4-3-8-23,1:50.9,良1:53.9,4,2121,,,8
帯広ば,20260503,2,1,白,1,キタサカエクオン,牡,3,鹿毛,20230423,ジェイファースト,プリンセスホクエイ,ミタコトナイ,渡来心,ばんえい,570,1-6-2-8,金山明,ばんえい,（株）北栄運輸,松村竜幸,1035,,1-8-2-12,,,1-8-2-12,1-8-2-12,1:41.0,良1:41.0,2,2050,,,1
帯広ば,20260503,2,2,黒,2,ミスターハマナ,牡,3,鹿毛,20230408,ミスタートカチ,朝日光,アサヒセンショウ,大友一,ばんえい,☆560,0-0-1-6,大友人,ばんえい,濱名康治,横山智,918,+3,2-1-2-14,,,2-1-2-14,2-1-2-14,2:05.7,良2:32.7,,,競走中止,,10
帯広ば,20260503,2,3,赤,3,サカノイジゲン,牡,3,鹿毛,20230404,キタノオーロラ,エベレストクイーン,カネサテンリュウ,船山蔵,ばんえい,570,0-2-1-13,服部義,ばんえい,（株）大阪畜産,飯塚貞子,978,,2-3-2-14,,,2-3-2-14,2-3-2-14,1:35.0,良2:29.0,7,2457,,,9
帯広ば,20260503,2,4,青,4,ホクセイセンショー,牡,3,鹿毛,20230410,アアモンドロシア,"粋 恋",シルバーボーイ,金田利,ばんえい,570,0-0-0-0,岩本利,ばんえい,（株）北西ファーム,長谷川博,997,+14,2-3-0-16,,,2-3-0-16,2-3-0-16,1:35.6,良1:57.8,5,2193,,,6
帯広ば,20260503,2,5,黄,5,ヤマツネライン,牝,3,栗毛,20230421,アサヒリュウセイ,サカノヒマワリ,カネサテンリュウ,臼杵龍,ばんえい,☆540,0-2-0-1,村上慎,ばんえい,山田常雄,山田常雄,1028,+24,1-5-6-9,,,1-5-6-9,1-5-6-9,1:30.5,良2:15.8,6,2270,,,4
帯広ば,20260503,2,6,緑,6,トウマオー,牡,3,鹿毛,20230408,ミツボシ,ライデンコマチ,キタノキング,菊池一,ばんえい,570,0-0-0-0,大河和,ばんえい,甲角斎,（有）甲角産業,927,-4,3-2-1-17,,,3-2-1-17,3-2-1-17,1:37.3,良1:42.4,4,2180,,,8
帯広ば,20260503,2,7,橙,7,オオゾラダイヤ,牡,3,鹿毛,20230325,レットダイヤ,グレースゴールド,バレットドラゴン,島津新,ばんえい,570,1-2-5-11,中島敏,ばんえい,小里昭男,小里昭男,984,-26,1-2-5-13,,,1-2-5-13,1-2-5-13,1:59.0,良1:59.0,8,2520,,,5
帯広ば,20260503,2,7,橙,8,センショウロック,牡,4,青毛,20220402,ライデンロック,センショウレディー,ウンカイ,赤塚健,ばんえい,570,1-1-1-5,岩本利,ばんえい,浅野勝善,浅野勝善,894,+14,4-6-3-29,,,4-6-3-29,4-6-3-29,1:38.0,良2:11.7,1,2008,,,2
帯広ば,20260503,2,8,桃,9,アアモンドアノン,牝,3,青毛,20230415,タキニシダイヤ,夢,トウカイシンザン,阿部優,ばんえい,☆540,1-1-2-3,村上慎,ばんえい,下内美繪子,小松原英雄,960,-21,2-3-2-12,,,2-3-2-12,2-3-2-12,1:49.9,良2:03.7,9,3265,,,7
帯広ば,20260503,2,8,桃,10,ヤマノシテンノウ,牡,3,栗毛,20230426,フジダイビクトリー,大輪姫,ハヤノダイリン,吉田理,ばんえい,☆560,0-2-4-3,久田守,ばんえい,山下信一,（株）金福畜産,910,+3,2-3-6-11,,,2-3-6-11,2-3-6-11,1:36.1,良1:43.6,3,2077,,,3
帯広ば,20260503,3,1,白,1,シンエイパーク,牝,4,栗毛,20220102,ユウトウセイ,イクミファイター,ブレーブファイター,西謙一,ばんえい,560,2-2-2-9,西弘美,ばんえい,上口詩子,長谷川義信,966,-1,5-3-3-37,,,5-3-3-37,5-3-3-37,1:51.5,良2:00.9,8,2174,,,8
帯広ば,20260503,3,2,黒,2,ホクセイダイジン,牡,4,芦毛,20220320,コウシュハウンカイ,タケノオシン,コマローレンス,西将太,ばんえい,580,0-1-0-1,松田道,ばんえい,（株）北西ファーム,（株）キューサンファーム,974,+8,4-9-6-27,,,4-9-6-27,4-9-6-27,1:36.2,良1:55.3,7,2084,,,6
帯広ば,20260503,3,3,赤,3,ヤマノトップ,牡,4,青毛,20220415,ジャングルソング,ヤマノダイコヒメ,ヤマノスキー,中村太,ばんえい,580,4-4-5-20,久田守,ばんえい,中村光雄,中村光雄,1061,+1,6-5-5-27,,,6-5-5-27,6-5-5-27,1:40.2,良1:46.5,2,1562,,,1
帯広ば,20260503,3,4,青,4,ツガルタカラフジ,牡,4,栗毛,20220407,スピードフジ,天滝姫,ヤマトゼンシン,島津新,ばんえい,580,0-0-0-1,長部幸,ばんえい,葛西一郎,守屋弘子,1067,+14,4-10-7-26,,,4-10-7-26,4-10-7-26,1:42.9,良1:47.7,4,2019,,,2
帯広ば,20260503,3,5,黄,5,トマランサーヨウコ,牝,4,栗毛,20220422,テンカムソウ,ヤタガラス,カネサブラック,金田利,ばんえい,560,2-3-2-8,鈴木邦,ばんえい,澤谷芳喜,（株）帯広有機,1038,+6,7-5-5-27,,,7-5-5-27,7-5-5-27,1:29.5,良1:52.3,1,1542,,,7
帯広ば,20260503,3,6,緑,6,ミスベンティ,牝,4,鹿毛,20220518,ホクショウゼウス,赤城龍2011,ミントヒーロー,長澤幸,ばんえい,560,3-4-4-23,服部義,ばんえい,細川弘則,細川貞夫,986,+10,3-6-8-29,,,3-6-8-29,3-6-8-29,1:44.6,良1:49.1,6,2046,,,5
帯広ば,20260503,3,7,橙,7,クリスタルスノー,牝,4,栗毛,20220421,マルニセンプー,アカリチャン,オホーツクブルー,阿部優,ばんえい,☆550,2-0-0-5,坂本東,ばんえい,氏原守男,竹澤一彦,1053,+1,7-5-5-30,,,7-5-5-30,7-5-5-30,1:33.5,良1:33.5,3,2019,,,3
帯広ば,20260503,3,8,桃,8,コウイッテン,牝,4,鹿毛,20220311,ホリセンショウ,ビラトリフジヒメ,ニシキダイジン,今井千,ばんえい,☆550,0-1-0-1,平田義,ばんえい,砂田護,互野居衣夫,1065,-1,4-8-6-26,,,4-8-6-26,4-8-6-26,1:43.4,良1:52.1,5,2020,,,4
帯広ば,20260503,4,1,白,1,ヤマトテンショウ,牡,3,鹿毛,20230507,ツガルスピード,翔和姫,サカノリキマル,中村太,ばんえい,580,2-2-4-9,谷あゆ,ばんえい,矢藤秀樹,野澤幸弘,1025,-13,3-4-4-9,,,3-4-4-9,3-4-4-9,1:36.2,良1:41.0,3,1489,,,4
帯広ば,20260503,4,2,黒,2,レオナウイン,牝,4,青毛,20220318,フジダイビクトリー,サンユウセイコー,カネサブラック,西謙一,ばんえい,560,0-0-3-6,中島敏,ばんえい,山崎勇,山崎勇,1080,+4,4-5-7-33,,,4-5-7-33,4-5-7-33,1:42.6,良1:53.0,8,2160,,,8
帯広ば,20260503,4,3,赤,3,フォルゴーレ,牡,4,青毛,20220206,ホクショウメジャー,ナイスドリーマー,キタノドリーマー,長澤幸,ばんえい,580,5-2-5-26,服部義,ばんえい,安井利夫,村上昭一,966,-20,5-2-6-36,,,5-2-6-36,5-2-6-36,1:52.0,良1:52.0,7,2053,,,9
帯広ば,20260503,4,4,青,4,アアモンドラヴリー,牡,4,鹿毛,20220526,フクノカミカゼ,"束 蜜","ラヴリー ド レトワール",中原蓮,ばんえい,☆570,2-5-4-13,村上慎,ばんえい,下内美繪子,岩渕寿和,1097,+1,6-5-7-27,,,6-5-7-27,6-5-7-27,1:34.6,良1:34.6,6,2007,,,6
帯広ば,20260503,4,5,黄,5,クリスタルスペリオ,牝,4,栗毛,20220406,フジダイビクトリー,ホクトテンボシ,ナリタビッグマン,鈴木恵,ばんえい,560,0-0-1-1,岩本利,ばんえい,末松秀義,（株）金福畜産,1091,-16,6-5-3-29,,,6-5-3-29,6-5-3-29,1:29.7,良1:29.7,2,1475,,,2
帯広ば,20260503,4,6,緑,6,ホクセイボーイ,牡,4,青毛,20220606,フジダイビクトリー,ブルームーン,カネサブラック,島津新,ばんえい,580,2-3-3-15,岩本利,ばんえい,（株）北西ファーム,松田肇,1003,+11,4-6-7-26,,,4-6-7-26,4-6-7-26,1:30.3,良1:30.3,5,1597,,,3
帯広ば,20260503,4,7,橙,7,ペガサスホース,牡,4,栗毛,20220425,シウン,テシガガ,ブラックジョージ,金田利,ばんえい,580,1-0-1-0,岩本利,ばんえい,金田龍二,佐々木正人,989,-1,8-1-5-26,,,8-1-5-26,8-1-5-26,1:25.9,良1:25.9,1,1464,,,1
帯広ば,20260503,4,7,橙,8,マリンガール,牝,4,鹿毛,20220506,マルニセンプー,ビュウティハート,キタノコウテイ,阿部優,ばんえい,☆550,2-0-1-4,坂本東,ばんえい,氏原守男,竹澤一彦,－,,3-9-5-24,,,3-9-5-24,3-9-5-24,1:56.9,良1:57.4,,,出走取消,,
帯広ば,20260503,4,8,桃,9,テツジ,牡,3,鹿毛,20230512,サカノテツワン,"梅 桜",チカラハイスピード,渡来心,ばんえい,580,2-2-0-1,平田義,ばんえい,出村孝光,出村孝光,905,-2,4-5-1-7,,,4-5-1-7,4-5-1-7,1:29.9,良1:45.6,9,2283,,,7
帯広ば,20260503,4,8,桃,10,ツルイミツサクラ,牝,4,鹿毛,20220218,ツルイテンリュウ,ツルイカナデ,アアモンドケイジ,吉田理,ばんえい,☆550,2-1-1-3,大河和,ばんえい,田中稔,田中光儀,1020,0,6-9-7-23,,,6-9-7-23,6-9-7-23,1:33.3,良1:50.7,4,1543,,,5
帯広ば,20260503,5,1,白,1,グリフォン,セン,7,鹿毛,20190326,アローファイター,テシカガクイン,キタノローメイ,島津新,ばんえい,600,0-0-0-3,服部義,ばんえい,市原朗雄,松本広美,1049,+17,13-10-8-77,,,13-10-8-77,13-10-8-77,1:34.3,良1:52.5,7,2193,,,4
帯広ば,20260503,5,2,黒,2,ドウナンキング,牡,6,栗毛,20200501,ヒロノヤマト,紅乙姫,チヨノキング,渡来心,ばんえい,600,0-2-1-9,今井茂,ばんえい,田山克廣,原田甚一,1127,,7-9-9-74,,,7-9-9-74,7-9-9-74,1:15.3,良1:21.0,8,2288,,,8
帯広ば,20260503,5,3,赤,3,リアンドノール,牡,8,鹿毛,20180325,レットダイヤ,ヒメチャン,ミントヒーロー,西謙一,ばんえい,600,5-3-1-31,松井浩,ばんえい,高柳節子,岩渕寿和,1090,+8,19-15-10-103,,,19-15-10-103,19-15-10-103,1:19.5,良1:33.2,1,1580,,,2
帯広ば,20260503,5,4,青,4,トップギヤ,牡,9,栗毛,20170412,キタノドリーマー,アローモーション,アトミックドラゴン,金田利,ばんえい,600,1-0-1-7,服部義,ばんえい,佐藤邦彦,村上昭一,993,-21,16-21-12-120,,,16-21-12-120,16-21-12-120,1:12.8,良1:39.1,3,2109,,,5
帯広ば,20260503,5,5,黄,5,サカノキンショウ,牡,8,栗毛,20180603,コジロウスペシャル,サロマミユウティ,サロマオーカン,松本秀,ばんえい,600,4-2-3-26,田上忠,ばんえい,（株）大阪畜産,杉岡正美,1034,-2,12-16-9-75,,,12-16-9-75,12-16-9-75,1:30.2,良1:30.2,6,2154,,,6
帯広ば,20260503,5,6,緑,6,フクフクライデン,セン,8,鹿毛,20180407,ダイエイヒーロー,"雄 麻",リシリリュウ,船山蔵,ばんえい,600,1-1-0-5,鈴木邦,ばんえい,田中猛,木村雄司,1068,-8,16-12-20-91,,,16-12-20-91,16-12-20-91,1:24.8,良1:24.8,5,2135,,,1
帯広ば,20260503,5,7,橙,7,イワキダイフク,牡,6,鹿毛,20200430,キタノドリーマー,スイートハート,ユウシンコマ,中村太,ばんえい,600,8-6-9-52,小林長,ばんえい,蝦名豊,村上昭一,1011,-4,9-9-11-69,,,9-9-11-69,9-9-11-69,1:19.4,良1:30.2,4,2111,,,7
帯広ば,20260503,5,8,桃,8,キョウエイハンター,牡,7,鹿毛,20190309,カネサテンリュウ,夕宝ヒメ,宝富士,今井千,ばんえい,☆590,2-5-6-22,村上慎,ばんえい,大野昇,大野信一,1037,-10,8-20-14-82,,,8-20-14-82,8-20-14-82,0:43.9,良1:10.6,2,2082,,,3
帯広ば,20260503,6,1,白,1,キンプク,牡,10,栗毛,20160501,キョウエイボーイ,第三初姫,コブラキング,渡来心,ばんえい,600,18-13-12-99,今井茂,ばんえい,金田龍二,金田龍二,1047,-11,26-16-13-146,,,26-16-13-146,26-16-13-146,1:23.4,良1:33.7,7,2190,,,5
